head ent	tail ent	pmi
42732	3615	0.08796354234604918
42732	3961	0.07716024328725771
5990	3612	0.10486264733670352
25000	3612	0.161819934868653
25000	3615	0.13892998593807637
25000	3961	0.09452494033251697
04110	3612	1.004422950951649
04110	3615	0.05979266537935282
41401	3612	0.2377742431114347
V707	3612	0.5181964861990263
V707	3615	0.5843171335035053
V707	3961	0.6557519326816861
V5866	3612	0.39504565345716247
V5866	3615	0.39139871234939283
V5866	3961	0.36726655935054503
V4582	3612	0.2382616907809719
4019	3612	0.14285711876674032
V1006	3612	0.679000550517021
V1006	3961	0.1935705951316688
30981	3612	0.10363640561345909
30981	3615	0.006303980428366586
V153	3961	0.1375559535769974
V8741	3612	0.22533334059097898
7847	3612	0.4935973271856583
7847	3615	0.059792665379352614
7847	3961	0.29584944425208715
27800	3612	0.25611913962920035
27800	3615	0.36195179882743117
27800	3961	0.38725986510674326
V8531	3612	0.5248498706897627
V8531	3615	0.39114980133379534
V8531	3961	0.5990357032398334
4400	3612	0.18628667669407648
4400	3615	0.31429319338662914
4400	3961	0.05367809593146679
4240	3612	0.43668708309509097
4240	3615	0.4829162248944584
4240	3961	0.3071252946785313
71690	3612	0.2797274126567778
71690	3615	0.34669803876296124
71690	3961	0.3774437426170424
2859	3612	0.2600586403668847
2859	3615	0.35629964877318154
2859	3961	0.3607638218451786
64511	7569	3.535518777305269
64511	734	3.4682161302539383
66331	7569	3.5638967824406573
66331	734	3.4356353448145605
V270	7569	3.52693080867042
V270	734	3.458982708811552
66411	7569	4.158257428034874
66411	734	3.463806221781257
41401	3614	0.27704758922875367
4142	3614	0.05451934029141304
4142	3615	0.08454491003986923
42731	3614	0.40180780822178264
25050	3614	1.0267467387551945
25050	3615	0.24351380252773067
25050	3961	0.13740032366461435
36201	3614	0.45579093076009775
36201	3615	0.17195492247500158
36201	3961	0.12606030360494022
V5867	3614	0.3130508899678616
V5867	3615	0.3740553679744951
V5867	3961	0.22807729054745107
2859	3614	0.6287069612346547
2724	3614	0.2070560083201114
64511	741	3.3238546249929977
2851	741	0.12340526893005332
64822	741	4.1678201290670565
66612	741	3.715835005323999
66111	741	4.736115450722202
V270	741	3.3317172605461587
41401	0066	0.48035624874828853
41401	3607	0.5417832088506446
41401	0045	0.5021740707555986
41401	0040	0.4733013235781841
41402	0066	0.9867875740914501
41402	3607	0.9131930242755429
41402	0045	0.890172798873581
41402	0040	0.930080043991255
41402	8856	0.6157620998175922
4139	0066	0.22265339548311558
4139	3607	0.42944161563737804
4139	0045	0.24044897144299096
4139	0040	0.2665259715786192
4139	8856	0.10753225976334904
53081	0066	0.3772893225879866
53081	3607	0.4433407663964562
53081	0045	0.38152490755005786
53081	0040	0.3550624114443258
53081	8856	0.25175644877009123
2724	0066	0.3918668413412747
2724	3607	0.47672596782809923
2724	0045	0.4024695925284448
2724	0040	0.39391448859189915
4241	3521	1.702592852991754
4241	3963	0.62809956558305
42731	3521	0.6833232532111863
42731	3963	0.39505518238281173
4019	3521	0.013317601212935584
4019	3963	0.1537553750319226
2724	3521	0.020776142959008197
2720	3521	0.05953754182682192
2720	3961	0.15522078975680267
2720	3963	0.21161689066129494
2948	3963	0.8602262167903385
3310	3963	1.4831691386770354
29410	3963	1.341198877406648
4239	3614	1.3200468035111987
4239	3615	0.23386432270116553
4239	3961	0.14301831596883766
4111	3614	0.242787639313658
4019	3614	0.30622836139911713
4779	3614	0.5201316475255474
4779	3615	0.2012043194291813
4779	3961	0.10078886168070293
60000	3614	0.28084424783998113
60000	3615	0.27478924102395463
60000	3961	0.30778856462355625
V1301	3614	0.6036967258715895
V1301	3615	0.49834349807328254
V1301	3961	0.3735959396652731
V1272	3614	0.7885903950517997
V1272	3615	0.49783394392212993
V1272	3961	0.3939402217973265
2724	3612	0.18227228237881132
53081	3615	0.07342360753363775
53081	3612	0.18487806794228545
53081	3961	0.06952971677578106
V1005	3615	0.08024327585064357
V1005	3612	0.2776591595927187
V1005	3961	0.03735166224035165
V8541	8856	0.0747659049409026
25000	8856	0.1857914724085424
2449	8856	0.20093392624932632
27800	8856	0.14771642187564238
V1301	8856	0.3437914820271262
41401	0046	0.4689199778270416
4254	0046	0.26072239464686364
4254	8856	0.07329423432944636
412	3607	0.08366208975989996
412	0066	0.13093933125843363
412	0040	0.13432054599920032
412	0046	0.05332115345588546
412	8856	0.19358040020394818
4019	3607	0.4137363519014534
4019	0066	0.34566661254148473
4019	0040	0.33664510463627234
4019	0046	0.37588762776116835
25000	3607	0.4223297169445485
25000	0066	0.3665952401070112
25000	0040	0.33855790409430914
25000	0046	0.3580872289648527
2724	0046	0.37901949969650855
V5867	3607	0.07048911529027754
V5867	0066	0.08581475698220865
V5867	0040	0.012577924930803005
V5867	8856	0.16226379889405793
41401	3606	0.33985938039242586
41401	0041	0.3723244097907306
4142	0066	0.6269390952479074
4142	3606	0.541193604702966
4142	3722	0.5527620914427933
4142	8856	0.48003923091298484
4142	0046	0.7980875736474666
4142	0041	0.6746080265941207
1541	0066	0.7538560164110777
1541	3606	2.077571946267561
1541	3722	0.5309958149608389
1541	8856	0.11151544714964415
1541	0046	2.111322363897852
1541	0041	2.4186257329369605
V8741	0066	0.41384812495755685
V8741	3606	0.43828107068377964
V8741	3722	0.27799930049694804
V8741	8856	0.14620100513753395
V8741	0046	1.319329348701274
V8741	0041	0.37386974924501465
V153	0066	0.37526392655400953
V153	3606	0.3126854952906025
V153	3722	0.01887233247924832
V153	8856	0.2925391452279988
V153	0046	0.3464359129208936
V153	0041	0.36605720950822096
25002	3613	0.9700137868863314
25002	3615	0.5075601531782066
25002	3961	0.2736133028052054
4139	3613	0.7935307810045815
4139	3615	0.6712947066478316
4139	3961	0.4859896634971764
27800	3613	0.3670062097679916
V5867	3613	0.4236272959194058
71696	3613	0.8730215208990215
71696	3961	0.4738725602858272
V1083	3613	0.6829446473375888
V1083	3615	0.5294385768605868
V1083	3961	0.5860765585973281
V707	3613	0.5569411867825548
V8532	3613	0.6381819298216206
V8532	3615	0.8094520562026404
V8532	3961	0.9321801497683715
4111	3612	0.35766497302359745
2720	3612	0.2571645437527659
2720	3615	0.17064303467188874
41401	3963	0.03188393994478459
5119	3613	0.23924974275507915
5119	3615	0.1285358177989558
5119	3961	0.22672280244856918
5119	3963	1.177430728508441
5119	3891	0.6231327521139643
5119	9604	0.5351611534418426
4254	3613	0.017355410841301395
4254	9671	0.22056006183832125
4254	9604	0.41351223651912067
25080	3613	0.5707406490260881
25080	9671	0.32196017628005064
25080	3615	0.11785646633411397
25080	3963	1.444383113641879
25080	3891	0.6471389586370124
25080	9604	0.34785826629768396
5180	3613	0.4011813438459845
5180	9671	0.3065515509272056
5180	3615	0.3005177547433626
5180	3961	0.23842116129702046
5180	3963	0.8693587003536111
5180	3891	0.9884052772228996
5180	9604	0.5837640692257449
4139	3963	0.831550416813672
4280	9671	0.1691826763021452
4280	9604	0.09744229675586236
4240	3613	0.6208025244876886
4240	3963	0.09264644144762374
45981	3613	0.4974093759405383
45981	9671	0.2486289031945012
45981	3961	0.2805819721212986
45981	3963	1.3710518405563292
45981	3891	0.9792727936596272
43310	3613	0.5524633778342958
43310	3615	0.6379020683655345
43310	3961	0.4500463251928004
43310	3963	0.009039822663442445
43310	3891	0.022725883874905005
43330	3613	0.9861363253368531
43330	9671	0.1312200490205002
43330	3615	0.82093421509666
43330	3961	0.5686382260554622
43330	3963	0.4427127701659998
34590	9671	0.5532893121807
34590	3963	0.5770999608744184
34590	3891	0.744936701913139
34590	9604	0.579187402198333
32723	3613	0.2679558083885503
32723	3615	0.1610226062723331
32723	3961	0.14137528241708885
30000	3613	0.15210334862802827
30000	3615	0.032647260176039
30000	3961	0.08026625523738264
30000	3963	0.6413341143334871
70715	9671	0.37784063467450735
70715	3963	1.0947984639281712
70715	3891	1.1084845251396336
70715	9604	0.809203832800305
79902	9671	0.3765643103149024
79902	3963	0.6880570314604019
79902	3891	0.8071036083296905
79902	9604	0.6901444727843166
7904	9671	0.8273657325767021
7904	3963	0.8511763812704207
7904	3891	1.4709982460521984
7904	9604	1.1717175537128701
71691	3613	1.1805062206469823
71691	9671	0.931725747900945
71691	3615	0.099013378532634
71691	3961	0.5582137087195783
71691	3963	2.341830757714554
71691	3891	1.2569045302579067
71691	9604	0.9576238379185782
29590	3613	0.2885081813418719
29590	9671	0.03972770859583448
29590	3963	1.4498327184094435
29590	3891	1.463518779620906
29590	9604	1.4519201597333582
2859	3613	0.4165296682973129
2859	9671	0.010357021799846423
2859	3963	0.03416767049356482
2859	3891	0.13486510869465707
27800	3963	0.28863985990754815
25060	3615	0.039030673930923604
3572	3613	0.18389309993399408
3572	3615	0.18574507435696702
3572	3961	0.02590619613768781
3572	3963	0.5567602766372957
V707	3963	0.8812243636301119
V1582	3963	0.5198192453159781
4241	7931	1.4828393207806396
2767	7931	3.4050079168366576
E8859	7931	5.760039485203246
4019	7931	0.19345813206053
56400	7931	3.7349322944867396
V4987	7931	3.8941720438214693
42682	7931	6.620240750426357
V707	7931	1.9872785471086079
42832	3722	0.08219439336570634
42832	8856	0.12628676446995654
4280	0066	0.08662312461660275
4280	0040	0.05126442328364639
4280	8856	0.13510144615552339
25000	3722	0.20900642900999652
07032	0066	0.7538560164110777
07032	3722	0.530995814960839
07032	0040	0.7069364926770454
07032	8856	0.5815190763953795
4111	0066	0.5749817482938817
4111	0040	0.5758003107784778
32723	0066	0.2825667645327273
32723	3722	0.149857660076786
32723	0040	0.18980085267327643
32723	8856	0.11258553820948836
27800	3722	0.029613716751297023
3569	0066	0.24517172108643015
3569	3722	0.0794699334761401
3569	0040	0.22723973422565028
3569	8856	0.10182231794398443
53081	3722	0.3722250661253624
73390	0066	0.191247707539201
73390	3722	0.4479605863508485
73390	0040	0.2874290274458421
73390	8856	0.2797946468205596
25200	3722	0.15630236551942833
25200	0040	0.14992148644168016
25200	8856	0.24764762147422406
3659	0066	0.316858683633512
3659	3722	0.25222248739816755
3659	0040	0.3717218542094221
3659	8856	0.3238626722736308
V5867	3722	0.051748626831542195
0389	9671	1.2626273226145381
0389	966	1.4591515702863969
0389	3324	1.4488712353606943
0389	3897	1.5510607469190751
51881	9671	1.4468817217681564
51881	3783	0.18883217013967987
51881	3772	0.18883217013967987
51881	966	1.4874750912264993
51881	3324	1.5669632206204096
51881	3897	1.0284691211545862
41071	8856	0.4853241651089766
5845	9671	0.7247115785166187
5845	3783	0.6422353566923803
5845	3772	0.6422353566923803
5845	966	1.3096065009373417
5845	3324	1.3647571459322299
5845	3897	1.1564499072726582
78552	9671	1.299509789041421
78552	966	1.5517769273062454
78552	3324	1.5445615482161628
78552	3897	1.4372785139146385
34982	9671	1.482216628059367
34982	3783	1.5051009218929547
34982	3772	1.5051009218929547
34982	966	1.6044880285319771
34982	3324	1.4804083093025833
34982	3897	1.594432278507967
5070	9671	1.260229814872981
5070	966	1.5563839034936808
5070	3324	1.440743052910152
5070	3897	1.2299908252575138
25013	9671	0.8925050347476637
25013	3783	2.7071487978093063
25013	3772	2.7071487978093063
25013	8856	0.34992647059464227
25013	966	1.7650820296201675
25013	3324	1.5838438965508252
25013	3897	2.2658519033621483
5789	9671	0.6601730573790475
5789	3783	1.5585260885665353
5789	3772	1.5585260885665353
5789	966	0.9041413928291774
5789	3324	0.435221187308054
5789	3897	0.6064035703533863
2767	9671	0.9798205017502796
2767	3783	0.3521172294427181
2767	3772	0.3521172294427181
2767	966	0.7963448223734699
2767	3324	1.0205717974122919
2767	3897	0.7437294579306637
V4585	3783	1.4654356655005232
V4585	3772	1.4654356655005232
V4585	8856	0.31218614261179506
V4585	3324	0.3421307642420421
V4585	3897	0.5133131472873744
27800	3783	0.08704280958526632
27800	3772	0.08704280958526632
36201	3783	0.8383095860383719
36201	3772	0.8383095860383719
36201	8856	0.3528894357252991
3572	3783	0.45047340611933867
3572	3772	0.45047340611933867
3572	8856	0.2000915947726249
V1046	3783	0.5142068822650877
V1046	3772	0.5142068822650877
V1046	8856	0.05410453993630504
99592	9671	1.3556458203824684
99592	966	1.5632465116617231
99592	3324	1.5674116019237436
99592	3897	1.4423281688259038
25053	9671	1.0595591194108298
25053	3783	2.874202882472473
25053	3772	2.874202882472473
25053	8856	0.5169805552578084
25053	966	0.8335238256152239
25053	3324	1.7508979812139915
25053	3897	0.8234680755912139
25063	9671	0.7166143682839995
25063	3783	2.531258131345642
25063	3772	2.531258131345642
25063	8856	0.4617178765827591
25063	966	1.183726255048339
25063	3324	1.4079532300871611
25063	3897	1.173670505024329
42989	9671	0.332889246812241
42989	3783	1.4543858293139382
42989	3772	1.4543858293139382
42989	966	0.8000011335765805
42989	3324	0.3310809280554572
42989	3897	0.5022633111007895
7906	9671	0.07306412886342621
7906	3783	1.887707891925069
7906	3772	1.887707891925069
7906	3324	0.7644029906665878
42781	9671	0.7006140269375585
42781	3783	3.4315485218733563
42781	3772	3.4315485218733563
42781	966	0.4745787331419525
42781	3324	0.2933406000726103
41071	0066	0.7221996262622458
41071	3607	0.6981170017441803
41071	0045	0.7166743432444712
41071	0040	0.6882818548373938
25000	0045	0.3325008218704763
4280	0045	0.012997867623432439
99672	8856	0.41175373837683754
99672	0066	0.8235706490264387
99672	3607	0.9304440873551635
99672	0045	0.63994449681894
99672	0040	0.6217285426865665
4019	0045	0.3480050084064417
3569	3607	0.07273133663389053
3569	0045	0.2240644983767063
4148	0066	0.11679830250217582
4148	3607	0.2518426177975968
4148	0045	0.11549370708863169
V4581	8856	0.37672466374936636
V4581	0066	0.5288588964475449
V4581	3607	0.46096236774627564
V4581	0045	0.8101212728190111
V4581	0040	0.597452259835357
V4582	0066	0.3831676697201153
V4582	3607	0.46905838271744454
V4582	0045	0.38958512040048143
V4582	0040	0.4291770573017641
V5861	8856	0.028507507019823377
V1083	8856	0.10289470410573688
V1083	0066	0.003297928637793258
V173	8856	0.26764183800367486
V173	0066	0.258116885678467
V173	3607	0.465823801349802
V173	0045	0.24943218296730033
V173	0040	0.24018489881768718
V5867	0045	0.035719997399232525
E8790	8856	0.40597868963152417
E8790	0066	0.9013370685443118
E8790	3607	0.8540598270457783
E8790	0045	0.7822494374743842
E8790	0040	0.8544175448102798
5409	4701	4.718268304402464
6201	4701	4.846013759959943
64511	7532	3.339035182170014
65971	734	3.336789510177928
65971	7569	3.075645480713206
65971	7532	4.144848920279696
66411	7532	3.279613359205825
66331	7532	3.645857754160708
V0481	734	0.1584906118223842
V0481	7569	0.021644299035239047
V0481	7532	0.7051852577897445
V270	7532	3.333292165667396
64891	734	3.4356353448145605
64891	7569	3.4239521749814212
64891	7532	3.4872527239840694
41401	0048	0.18197926221677108
41401	8857	0.3311720736832426
25000	0048	0.41491805245740676
25000	0041	0.3738697492450145
25000	8857	0.5641108639238781
4019	0048	0.1733771360034809
4019	0041	0.21867685983931284
4019	8857	0.15102752493082477
2724	0048	0.16653512760735703
2724	0041	0.23851021279836043
2724	8857	0.3314762960419678
V1582	0066	0.1631545045565566
V1582	3607	0.27264574542736014
V1582	0048	0.1480391076353891
V1582	0041	0.10699080442299695
42789	0066	0.13016563682912335
42789	3607	0.10641889274078374
42789	0041	0.21674998442501028
53081	0048	0.04288651379970701
53081	0041	0.3636282551928176
53081	8857	0.3256107178907011
41401	9912	0.4264723623396501
5849	9912	0.7905090310541062
2724	9912	0.08560582729560834
6989	0066	0.7538560164110777
6989	3607	0.4188967024607631
6989	0045	1.2633770447635242
6989	0040	0.9300800439912551
6989	8856	0.11151544714964415
6989	9912	4.838333577641314
V071	0066	1.0557804455784017
V071	3607	1.1908247608738227
V071	0045	1.0544758501648575
V071	0040	1.0088609218443696
V071	8856	0.47797839745453935
V071	9912	4.917114455494429
0389	9672	1.4049105402822222
0389	3893	1.3441393293177215
0389	0331	1.9343081517840044
51881	9672	1.631636366544733
51881	3893	0.9766641005004495
51881	0331	1.1368716003284154
78552	9672	1.5612254749541257
78552	3893	1.3519395305048714
78552	0331	1.41868130232716
481	9672	1.984569022733799
481	3893	2.225868621673179
481	0331	3.2889438330431586
481	966	1.8043027427734488
481	3324	2.316211790264052
5070	9672	1.5509330376589383
5070	3893	1.0574127596378045
5070	0331	1.7668479307642062
34982	9672	1.4364476142241114
34982	3893	0.7509851814220405
34982	0331	2.1654582796299096
5849	9672	0.5903064919647314
5849	3893	0.7697306871860236
5849	0331	0.6907084979481551
5849	966	0.6358468807380747
5849	3324	0.44391345855198455
2764	9672	1.75119229513956
2764	3893	0.8938796054108302
2764	0331	1.802804136953552
2764	966	1.7044574078037327
2764	3324	1.5232192747343904
99592	9672	1.546265584611443
99592	3893	1.3220626871858787
99592	0331	1.7330522047936874
30590	9672	1.2426316780044215
30590	3893	1.1962492044920205
30590	0331	2.2593244158620007
30590	966	1.0623653980440715
30590	3324	1.979739553642839
07054	9672	0.3130957193802457
07054	3893	0.14893021021146133
07054	0331	2.02293563779777
07054	966	0.13282943941989578
23871	9672	1.099149954526731
23871	3893	0.82962392970012
23871	0331	1.1995519605101546
23871	966	1.2553559111875936
23871	3324	1.6131142788509383
V4987	9672	1.0603101212104669
V4987	3893	0.13845891034416596
V4987	0331	1.3838556785081004
V4987	966	1.3655516570318178
V4987	3324	1.3274143676031487
78039	9672	1.756636954687792
78039	3893	0.38849864119307137
78039	0331	2.144721033122997
78039	966	1.8640527471792228
78039	3324	1.3951325416580997
27669	9672	0.6824329696211316
27669	0331	0.44636273898334256
27669	966	0.6356980822853042
27669	3324	0.9777080929805098
78791	9672	1.3436725325177317
78791	3893	0.7965147710928411
78791	0331	1.0610822862450495
78791	966	1.2912396240672663
78791	3324	1.1869625321340525
78720	9672	0.4984293266441921
78720	3893	0.3342638174754075
78720	0331	1.1096569563936065
78720	966	1.0113102272437873
78720	3324	0.1369249136144999
64511	7309	3.47901020378687
65841	741	4.002551360655821
65841	7309	3.731405129201531
66612	7309	3.130195443967271
V270	7309	3.4732671872842524
66111	7309	3.562689224463355
2749	3521	0.02857176494146396
2749	3961	0.07628150860856872
3569	3521	0.6132959304098993
3569	3961	0.14750982175513452
42611	3521	1.3358090057742091
42611	3961	0.631611873674446
64511	7359	3.634180771514874
64891	7359	3.6482715053846433
V270	7359	3.628437755012256
V0251	7359	3.566373023384591
V1272	4701	0.2341990312531831
41410	3612	0.7361589643569696
41410	3615	0.48467585934461876
41410	3733	2.438884811214627
41410	3961	0.40487968879887587
41410	3722	0.3833598161547744
41410	8856	0.5234952362790022
42822	3722	0.1942472970835515
42822	8856	0.14412703273840485
5990	3733	0.9202852991934583
2761	3612	0.25764632958152245
2761	3615	0.10881737862925496
2761	3733	0.8343609135829556
2761	3961	0.06327113112659052
42989	3612	0.4448071630162263
42989	3615	0.3111070936602587
42989	3733	3.9392924791019386
42989	3961	0.5189929955662969
4280	3733	0.13216882855466394
4240	3733	0.4971851946956572
4240	8856	0.01176504438258447
496	8856	0.16076894968019725
34590	3733	1.3871038222306165
4589	3614	0.6749858096188912
4589	3722	0.21837479416180589
4589	3761	0.5479296230328274
4589	3615	0.14474938785531807
4589	3961	0.07332146698009197
4589	8857	0.7180604578867951
5178	3614	1.999207742096404
5178	3722	0.73166651042299
5178	3761	1.5844694830585595
5178	3615	0.42751744550467
5178	8857	2.042282390364308
9971	3614	0.5817377635080637
9971	3761	0.413859582401745
135	3614	0.9383357814111415
135	3722	0.07625965784589177
135	3761	0.5235975223732968
135	8857	0.9814104296790452
V1083	3614	0.9048781152202954
42731	3761	0.143415619574632
E8782	3614	0.8913787983233705
E8782	3761	0.5372651611019605
E8497	3614	0.2074482728683492
E8497	3761	1.011950290287229
E8497	8857	0.17048021346271677
4139	3614	0.49689557084469915
4139	3722	0.1738159480121366
4139	8857	0.20349798249139023
59970	3614	1.011458046240104
59970	3761	1.2898669677622048
59970	8857	1.342214766959789
2859	3761	0.07676758068332519
2859	8857	0.26631650139439433
V5861	3961	0.108068888123446
3051	3614	0.14767652956843177
3051	3722	0.31935206046925096
3051	3761	0.06317995740116424
44021	3615	0.2989000676825767
496	0066	0.17768051243663657
496	0040	0.1425954463496072
496	8855	0.19321594685686228
41401	8855	0.309414774382916
4019	8855	0.2203446142451148
V1582	0040	0.16981922695663068
V1582	8855	0.28588363571626946
45829	3612	0.6676275603447509
45829	3615	0.6033559974205465
45829	3961	0.5678600857713836
V173	3612	0.46356338493856886
V173	3615	0.5387645101812679
V173	3961	0.407551778683874
7962	3612	0.433878092484036
7962	8856	0.2902072358930201
7962	3615	0.40553853878589485
7962	3961	0.3539132452068484
V5866	8856	0.233356291363468
V8530	3612	0.8093623683802647
V8530	8856	0.21940440916082907
V8530	3615	0.6531894431722387
V8530	3961	0.7939360422406483
E8782	3612	0.768874798056328
E8497	3612	0.17243932553748784
7885	3615	0.21295763788185196
7885	3961	0.35850040921375437
41071	3761	0.22793456159050335
41071	0048	0.8352865660681461
41071	0041	0.694777469325116
41071	9920	1.1131773535418301
41412	0066	0.9237550532064751
41412	3761	0.8605506438318606
41412	3607	0.8119392905703704
41412	0048	2.709615780618287
41412	0041	1.2022304086124673
41412	9920	1.7094257916123128
41412	8856	0.3991975196014251
496	3607	0.11238476543542467
496	0048	0.7107782713530801
496	0041	0.11968363122141594
496	9920	0.24339281283187192
99672	3761	0.4602616472014862
99672	0048	1.393036052113757
99672	0041	1.5438787567114702
99672	9920	0.7605708432331006
9971	0048	0.5889482856164996
41401	9920	0.49112259319455964
4144	0066	0.36674004697110985
4144	3761	1.8721515555103405
4144	3607	0.2141022898147499
4144	0048	2.6226044036286567
4144	0041	1.1152190316228376
4144	9920	0.118337017846409
4144	8856	0.8230117663777858
4111	3761	0.443235019366047
4111	3607	0.7036969285376552
4111	0041	0.39287269637063005
4111	9920	0.4946029712623109
E8497	0048	1.2740503704916133
E8497	0041	0.20849775076483343
45829	3761	0.5316426180581284
45829	0048	0.1834831775083351
07070	0066	0.6592974337860648
07070	3761	0.27763929329291576
07070	3607	0.5655001766526383
07070	0048	2.1267044300793416
07070	0041	0.6193190580735226
07070	9920	0.3155842248570391
07070	8856	0.18401094918779748
30590	0066	0.28955040827997985
30590	3761	1.612640360025256
30590	0048	2.7685583162517364
30590	0041	1.2611729442459174
30590	9920	1.6505852915893793
30590	8856	0.05267494712671073
2724	9920	0.3325776149444722
V1254	0066	0.2274779796376021
V1254	3761	0.5811673741947747
V1254	3607	0.18878448183045993
V1254	0048	0.032337238182830214
V1254	0041	0.4708620152323243
V1254	9920	0.09301920986211897
V1254	8856	0.13981491667100868
30500	0066	0.2613795313132833
30500	3761	0.8112795948250778
30500	3607	0.3572031334554231
30500	0048	1.561732442943394
30500	0041	0.7474942514975202
30500	9920	0.6669029695952464
30500	8856	0.18958382051946276
V173	3761	0.1342878544874177
V173	0041	0.14572593239744766
V173	9920	0.20300444471829468
V0382	0066	0.21907715162259386
V0382	3761	0.03808970659159587
V0382	3607	0.45948198257584133
V0382	0048	1.1940076628180767
V0382	0041	1.072916651932148
V0382	8856	0.26988376292110566
E8790	3761	0.9026711803072687
E8790	0048	1.925057743909227
E8790	0041	1.145910872274623
E8790	9920	1.0857981217158899
41071	3606	0.7526313902177217
42822	0066	0.4171074985337903
42822	3606	0.5297331562954739
42822	0041	0.3111711550294506
42822	0045	0.3345774631976604
9982	0066	0.4597014294536791
9982	3606	1.0414800145807854
9982	3722	0.4111946151482182
9982	0041	1.2771732855923585
9982	0045	0.2272851130767483
59970	0041	0.532934443874702
59970	0045	0.07083293626121087
4280	3606	0.4464202736096767
4280	0041	0.16494444693308402
E8790	3606	0.8715484601038958
E8790	3722	0.47595260298259917
0549	3606	0.34833283402084014
0549	0041	0.6893866206902396
3320	3606	0.8033948832683768
3320	3722	0.35543104062976405
3320	0041	1.144448669937776
53081	3606	0.21673048296437583
2449	0066	0.14099483138754207
2449	3606	0.20735008350002818
2449	0045	0.11805106087051688
4414	3606	0.3678774300938104
4414	3722	0.20759565990697884
4414	8856	0.15967884852826694
4414	0041	0.1981055929972192
4414	0045	0.24682970914971866
4019	3606	0.22033233624667378
V103	0066	0.3791625669696669
V103	3606	0.6530563723274727
V103	3722	0.5278659219519112
V103	8856	0.5252793580725035
V103	0045	0.6010015228703325
4111	0046	0.491034435439686
3051	0066	0.4505038354299907
3051	3607	0.45282353507082895
3051	0046	0.5030214612508269
3051	0040	0.42731187285691347
3051	9920	0.5866327047469884
3051	8856	0.21550984237642692
4019	9920	0.32767989406007325
49320	0066	0.09608667493278336
49320	3607	0.18601055494773466
49320	0046	0.22977759079744206
49320	0040	0.2723107025129608
49320	9920	0.5698183632412799
7935	0046	0.26072239464686364
7935	9920	0.26429093046948865
5849	9462	1.0748962076090345
25000	9462	0.28987186172855
2724	9462	0.14684945253632684
5997	9462	4.281937574830232
27651	9462	2.660803622632941
412	9462	0.6443514151038467
78659	9462	3.517838658298003
30300	9462	6.709685810778284
3829	9462	5.8623879503910805
40390	9462	0.038919489932409984
5859	9462	0.3805592589135006
53081	9462	0.42866594683684106
5119	3521	0.542696632874674
5119	3893	0.4011112347301114
9971	3521	0.8804950149319735
42731	3893	0.00146130974315687
2859	3521	0.2638992388693666
2859	3893	0.08525961911535554
496	3893	0.406980485056871
71690	3521	0.578537297044725
73300	3521	0.6005162037635002
73300	3961	0.05594921725562107
73300	3893	0.4653616959492281
56210	3521	0.5933987359946363
56210	3961	0.27524862614593604
56210	3893	0.17056215572858333
E8781	3521	1.4334253266986041
